,time_index,milemarker,speed,time,raw_speed,unix_time
0,0.0,53.3,71.09737813920484,0.0,68.0,1702033201.0
1,1.0,53.3,71.51502045005094,30.0,66.0,1702033231.0
2,2.0,53.3,71.86139700573,60.0,,1702033261.0
3,3.0,53.3,72.59059057421972,90.0,78.0,1702033291.0
4,4.0,53.3,73.16559595785951,120.0,72.0,1702033321.0
5,5.0,53.3,73.67520741078452,150.0,,1702033351.0
6,6.0,53.3,73.04964352070256,180.0,76.0,1702033381.0
7,7.0,53.3,70.87183338693053,210.0,,1702033411.0
8,8.0,53.3,71.61635259921711,240.0,,1702033441.0
9,9.0,53.3,71.17520994076827,270.0,75.0,1702033471.0
10,10.0,53.3,70.48115774860835,300.0,68.0,1702033501.0
11,11.0,53.3,71.46711256689379,330.0,83.0,1702033531.0
12,12.0,53.3,70.97191920556165,360.0,65.0,1702033561.0
13,13.0,53.3,70.52071162024134,390.0,73.0,1702033591.0
14,14.0,53.3,71.50677833797779,420.0,82.0,1702033621.0
15,15.0,53.3,70.18706688511206,450.0,64.0,1702033651.0
16,16.0,53.3,70.03593806020312,480.0,71.0,1702033681.0
17,17.0,53.3,69.46756290957237,510.0,74.0,1702033711.0
18,18.0,53.3,68.45522821312866,540.0,67.0,1702033741.0
19,19.0,53.3,69.88984516255702,570.0,72.0,1702033771.0
20,20.0,53.3,70.51464818706997,600.0,,1702033801.0
21,21.0,53.3,70.66529352579474,630.0,,1702033831.0
22,22.0,53.3,72.17152163461641,660.0,74.0,1702033861.0
23,23.0,53.3,73.23714310735775,690.0,76.0,1702033891.0
24,24.0,53.3,73.43807831366325,720.0,70.0,1702033921.0
25,25.0,53.3,72.73823526601905,750.0,79.0,1702033951.0
26,26.0,53.3,71.56944407474316,780.0,71.0,1702033981.0
27,27.0,53.3,70.80481665475429,810.0,69.0,1702034011.0
28,28.0,53.3,70.70383132450858,840.0,68.0,1702034041.0
29,29.0,53.3,70.13501553080283,870.0,72.0,1702034071.0
30,30.0,53.3,70.50883497337446,900.0,,1702034101.0
31,31.0,53.3,70.64163536117644,930.0,71.0,1702034131.0
32,32.0,53.3,70.84584896736384,960.0,71.0,1702034161.0
33,33.0,53.3,71.49665932342386,990.0,76.0,1702034191.0
34,34.0,53.3,71.00735473511241,1020.0,71.0,1702034221.0
35,35.0,53.3,70.34172954808055,1050.0,69.0,1702034251.0
36,36.0,53.3,70.67099498358873,1080.0,77.0,1702034281.0
37,37.0,53.3,70.63025137100828,1110.0,,1702034311.0
38,38.0,53.3,71.04789158695816,1140.0,64.0,1702034341.0
39,39.0,53.3,71.08437658922766,1170.0,72.0,1702034371.0
40,40.0,53.3,70.3967513682541,1200.0,74.0,1702034401.0
41,41.0,53.3,70.9140324670852,1230.0,73.0,1702034431.0
42,42.0,53.3,71.0843431331375,1260.0,,1702034461.0
43,43.0,53.3,69.99311289850606,1290.0,67.0,1702034491.0
44,44.0,53.3,69.10765206382904,1320.0,,1702034521.0
45,45.0,53.3,68.84854514108757,1350.0,79.0,1702034551.0
46,46.0,53.3,70.07328700566067,1380.0,,1702034581.0
47,47.0,53.3,71.62058221974839,1410.0,67.0,1702034611.0
48,48.0,53.3,71.21780202028965,1440.0,,1702034641.0
49,49.0,53.3,71.36651390375391,1470.0,80.0,1702034671.0
50,50.0,53.3,71.50695793671157,1500.0,80.0,1702034701.0
51,51.0,53.3,71.13940334094484,1530.0,67.0,1702034731.0
52,52.0,53.3,70.52296613286458,1560.0,72.0,1702034761.0
53,53.0,53.3,70.36703675170084,1590.0,72.0,1702034791.0
54,54.0,53.3,70.13493947721327,1620.0,66.0,1702034821.0
55,55.0,53.3,70.34093845452028,1650.0,71.0,1702034851.0
56,56.0,53.3,70.7123886895619,1680.0,75.0,1702034881.0
57,57.0,53.3,69.32281712297934,1710.0,76.0,1702034911.0
58,58.0,53.3,68.4468608638525,1740.0,75.0,1702034941.0
59,59.0,53.3,68.27408990050027,1770.0,76.0,1702034971.0
60,60.0,53.3,66.64509745720152,1800.0,53.0,1702035001.0
61,61.0,53.3,66.34066011703699,1830.0,63.0,1702035031.0
62,62.0,53.3,66.62939784816194,1860.0,69.0,1702035061.0
63,63.0,53.3,66.7478437367465,1890.0,65.0,1702035091.0
64,64.0,53.3,67.85599060502406,1920.0,69.0,1702035121.0
65,65.0,53.3,69.16516584490277,1950.0,,1702035151.0
66,66.0,53.3,69.39738009223557,1980.0,75.0,1702035181.0
67,67.0,53.3,70.03682383545251,2010.0,60.0,1702035211.0
68,68.0,53.3,70.9721104714085,2040.0,76.0,1702035241.0
69,69.0,53.3,70.9056867142547,2070.0,76.0,1702035271.0
70,70.0,53.3,71.29849463734217,2100.0,71.0,1702035301.0
71,71.0,53.3,71.58940494661817,2130.0,75.0,1702035331.0
72,72.0,53.3,71.13140290902867,2160.0,71.0,1702035361.0
73,73.0,53.3,70.38672842433938,2190.0,,1702035391.0
74,74.0,53.3,68.96226384707016,2220.0,65.0,1702035421.0
75,75.0,53.3,67.1526353206435,2250.0,,1702035451.0
76,76.0,53.3,67.31832291273966,2280.0,69.0,1702035481.0
77,77.0,53.3,67.88454914271472,2310.0,71.0,1702035511.0
78,78.0,53.3,66.7392177617155,2340.0,65.0,1702035541.0
79,79.0,53.3,66.300915961847,2370.0,71.0,1702035571.0
80,80.0,53.3,65.72523277066522,2400.0,69.0,1702035601.0
81,81.0,53.3,67.327220581997,2430.0,50.0,1702035631.0
82,82.0,53.3,68.22941671471463,2460.0,65.0,1702035661.0
83,83.0,53.3,68.51913216608325,2490.0,64.0,1702035691.0
84,84.0,53.3,68.91824621590209,2520.0,90.0,1702035721.0
85,85.0,53.3,69.5260871549914,2550.0,69.0,1702035751.0
86,86.0,53.3,71.08247738447554,2580.0,71.0,1702035781.0
87,87.0,53.3,71.26459937520274,2610.0,,1702035811.0
88,88.0,53.3,69.52210531192192,2640.0,51.0,1702035841.0
89,89.0,53.3,70.19517369047117,2670.0,75.0,1702035871.0
90,90.0,53.3,74.22237160643931,2700.0,64.0,1702035901.0
91,91.0,53.3,75.3675232320773,2730.0,,1702035931.0
92,92.0,53.3,78.06899036145083,2760.0,72.0,1702035961.0
93,93.0,53.3,76.66404685770321,2790.0,99.0,1702035991.0
94,94.0,53.3,75.93636103221604,2820.0,,1702036021.0
95,95.0,53.3,74.28539505108157,2850.0,,1702036051.0
96,96.0,53.3,72.9891563336116,2880.0,54.0,1702036081.0
97,97.0,53.3,68.06522103412325,2910.0,65.0,1702036111.0
98,98.0,53.3,71.2987420910329,2940.0,,1702036141.0
99,99.0,53.3,71.29956481942415,2970.0,76.0,1702036171.0
100,100.0,53.3,72.21890394545244,3000.0,77.0,1702036201.0
101,101.0,53.3,72.7077791747459,3030.0,79.0,1702036231.0
102,102.0,53.3,72.20590130062773,3060.0,,1702036261.0
103,103.0,53.3,71.98379171603162,3090.0,66.0,1702036291.0
104,104.0,53.3,70.82815501737224,3120.0,,1702036321.0
105,105.0,53.3,69.35124477902228,3150.0,69.0,1702036351.0
106,106.0,53.3,70.01619342069837,3180.0,66.0,1702036381.0
107,107.0,53.3,70.69654009012518,3210.0,65.0,1702036411.0
108,108.0,53.3,70.19967486095757,3240.0,74.0,1702036441.0
109,109.0,53.3,69.56868282119743,3270.0,76.0,1702036471.0
110,110.0,53.3,68.31104487767401,3300.0,72.0,1702036501.0
111,111.0,53.3,67.84728412819376,3330.0,,1702036531.0
112,112.0,53.3,67.94219316985566,3360.0,,1702036561.0
113,113.0,53.3,68.0565658061014,3390.0,65.0,1702036591.0
114,114.0,53.3,68.08970332540798,3420.0,66.0,1702036621.0
115,115.0,53.3,68.89541590741551,3450.0,75.0,1702036651.0
116,116.0,53.3,68.92819867925417,3480.0,71.0,1702036681.0
117,117.0,53.3,69.65580306002214,3510.0,70.0,1702036711.0
118,118.0,53.3,70.70773611150406,3540.0,69.0,1702036741.0
119,119.0,53.3,70.40089277783446,3570.0,68.0,1702036771.0
120,120.0,53.3,72.79846829861047,3600.0,,1702036801.0
121,121.0,53.3,72.56289820498732,3630.0,73.0,1702036831.0
122,122.0,53.3,72.38407838414365,3660.0,,1702036861.0
123,123.0,53.3,72.8197258347953,3690.0,78.0,1702036891.0
124,124.0,53.3,70.80899556984816,3720.0,66.0,1702036921.0
125,125.0,53.3,70.01850403227158,3750.0,73.0,1702036951.0
126,126.0,53.3,70.52667619567167,3780.0,70.0,1702036981.0
127,127.0,53.3,68.30630641069668,3810.0,,1702037011.0
128,128.0,53.3,70.95461591640651,3840.0,,1702037041.0
129,129.0,53.3,74.02243054633081,3870.0,66.0,1702037071.0
130,130.0,53.3,73.83149395445547,3900.0,,1702037101.0
131,131.0,53.3,74.68103451543206,3930.0,82.0,1702037131.0
132,132.0,53.3,73.8850674167044,3960.0,73.0,1702037161.0
133,133.0,53.3,71.62312476657715,3990.0,69.0,1702037191.0
134,134.0,53.3,69.70986436463501,4020.0,67.0,1702037221.0
135,135.0,53.3,67.79517451182478,4050.0,,1702037251.0
136,136.0,53.3,66.02193283520363,4080.0,70.0,1702037281.0
137,137.0,53.3,65.88055449490177,4110.0,68.0,1702037311.0
138,138.0,53.3,65.74237868567818,4140.0,63.0,1702037341.0
139,139.0,53.3,65.7798650274529,4170.0,68.0,1702037371.0
140,140.0,53.3,65.83445128183695,4200.0,,1702037401.0
141,141.0,53.3,65.67495237027939,4230.0,,1702037431.0
142,142.0,53.3,65.74499233102928,4260.0,,1702037461.0
143,143.0,53.3,64.58286003002337,4290.0,,1702037491.0
144,144.0,53.3,63.84598248875346,4320.0,59.0,1702037521.0
145,145.0,53.3,64.31399213461395,4350.0,66.0,1702037551.0
146,146.0,53.3,65.07129292566282,4380.0,64.0,1702037581.0
147,147.0,53.3,64.96726332706277,4410.0,,1702037611.0
148,148.0,53.3,65.62355533789355,4440.0,64.0,1702037641.0
149,149.0,53.3,65.72299203988143,4470.0,75.0,1702037671.0
150,150.0,53.3,65.45627579656573,4500.0,,1702037701.0
151,151.0,53.3,65.01624408181235,4530.0,63.0,1702037731.0
152,152.0,53.3,65.33014720662383,4560.0,68.0,1702037761.0
153,153.0,53.3,64.34631214804898,4590.0,66.0,1702037791.0
154,154.0,53.3,66.74799886899551,4620.0,,1702037821.0
155,155.0,53.3,67.05646290447301,4650.0,70.0,1702037851.0
156,156.0,53.3,67.30940840309724,4680.0,,1702037881.0
157,157.0,53.3,69.39831035971329,4710.0,71.0,1702037911.0
158,158.0,53.3,70.68131938673703,4740.0,,1702037941.0
159,159.0,53.3,69.6971120722701,4770.0,,1702037971.0
160,160.0,53.3,69.83359784801507,4800.0,69.0,1702038001.0
161,161.0,53.3,68.9105741357287,4830.0,81.0,1702038031.0
162,162.0,53.3,69.91808282125932,4860.0,64.0,1702038061.0
163,163.0,53.3,69.31269293084227,4890.0,,1702038091.0
164,164.0,53.3,68.48804927136878,4920.0,67.0,1702038121.0
165,165.0,53.3,67.57337796347377,4950.0,74.0,1702038151.0
166,166.0,53.3,67.63415903008098,4980.0,72.0,1702038181.0
167,167.0,53.3,66.91071551727664,5010.0,65.0,1702038211.0
168,168.0,53.3,67.54926224202624,5040.0,,1702038241.0
169,169.0,53.3,66.13189736473964,5070.0,,1702038271.0
170,170.0,53.3,67.72859776149923,5100.0,,1702038301.0
171,171.0,53.3,72.50642590817358,5130.0,73.0,1702038331.0
172,172.0,53.3,72.5258570685836,5160.0,,1702038361.0
173,173.0,53.3,72.48974491657266,5190.0,,1702038391.0
