,time_index,milemarker,speed,time,raw_speed,unix_time
0,0.0,53.3,83.21021463412221,0.0,81.0,1702033201.0
1,1.0,53.3,83.7954339048685,30.0,84.0,1702033231.0
2,2.0,53.3,83.94107669037216,60.0,,1702033261.0
3,3.0,53.3,83.51259430685312,90.0,,1702033291.0
4,4.0,53.3,82.72728087378196,120.0,85.0,1702033321.0
5,5.0,53.3,81.68127931775629,150.0,,1702033351.0
6,6.0,53.3,81.3728122307477,180.0,81.0,1702033381.0
7,7.0,53.3,80.2379918063194,210.0,76.0,1702033411.0
8,8.0,53.3,80.57984644963625,240.0,82.0,1702033441.0
9,9.0,53.3,80.44300726577721,270.0,,1702033471.0
10,10.0,53.3,81.91732435658353,300.0,82.0,1702033501.0
11,11.0,53.3,82.07046330921536,330.0,86.0,1702033531.0
12,12.0,53.3,80.3067316382269,360.0,71.0,1702033561.0
13,13.0,53.3,78.30243374178693,390.0,94.0,1702033591.0
14,14.0,53.3,76.21494520902655,420.0,71.0,1702033621.0
15,15.0,53.3,74.03558118976771,450.0,72.0,1702033651.0
16,16.0,53.3,74.04855317350987,480.0,71.0,1702033681.0
17,17.0,53.3,73.32210173323476,510.0,70.0,1702033711.0
18,18.0,53.3,74.12988037341358,540.0,73.0,1702033741.0
19,19.0,53.3,75.08107999318615,570.0,85.0,1702033771.0
20,20.0,53.3,76.03427127883437,600.0,78.0,1702033801.0
21,21.0,53.3,76.47644036199632,630.0,75.0,1702033831.0
22,22.0,53.3,76.92570660349013,660.0,73.0,1702033861.0
23,23.0,53.3,76.61365821828618,690.0,75.0,1702033891.0
24,24.0,53.3,77.54126740255208,720.0,,1702033921.0
25,25.0,53.3,77.9105994500695,750.0,,1702033951.0
26,26.0,53.3,77.36821933485841,780.0,80.0,1702033981.0
27,27.0,53.3,77.40273779119816,810.0,85.0,1702034011.0
28,28.0,53.3,76.9911217837871,840.0,73.0,1702034041.0
29,29.0,53.3,77.28192540661111,870.0,69.0,1702034071.0
30,30.0,53.3,77.27307550197855,900.0,77.0,1702034101.0
31,31.0,53.3,77.39170398949649,930.0,77.0,1702034131.0
32,32.0,53.3,78.0984008849276,960.0,82.0,1702034161.0
33,33.0,53.3,78.39957125035231,990.0,77.0,1702034191.0
34,34.0,53.3,77.55284311542628,1020.0,81.0,1702034221.0
35,35.0,53.3,76.69497686207325,1050.0,79.0,1702034251.0
36,36.0,53.3,75.99152385198717,1080.0,76.0,1702034281.0
37,37.0,53.3,76.01363285245559,1110.0,65.0,1702034311.0
38,38.0,53.3,76.46321338976257,1140.0,73.0,1702034341.0
39,39.0,53.3,77.41515474394855,1170.0,75.0,1702034371.0
40,40.0,53.3,79.22867703816935,1200.0,84.0,1702034401.0
41,41.0,53.3,81.28850576935771,1230.0,79.0,1702034431.0
42,42.0,53.3,82.22517824853443,1260.0,,1702034461.0
43,43.0,53.3,81.68036116375477,1290.0,82.0,1702034491.0
44,44.0,53.3,81.07950751846913,1320.0,83.0,1702034521.0
45,45.0,53.3,80.13429307281885,1350.0,,1702034551.0
46,46.0,53.3,78.52329687784693,1380.0,72.0,1702034581.0
47,47.0,53.3,78.64301285921829,1410.0,,1702034611.0
48,48.0,53.3,77.89115901223145,1440.0,78.0,1702034641.0
49,49.0,53.3,79.78165605291517,1470.0,,1702034671.0
50,50.0,53.3,81.32594598447251,1500.0,83.0,1702034701.0
51,51.0,53.3,82.1790563503352,1530.0,81.0,1702034731.0
52,52.0,53.3,82.51417157235983,1560.0,89.0,1702034761.0
53,53.0,53.3,83.00712709101707,1590.0,87.0,1702034791.0
54,54.0,53.3,82.42086784184234,1620.0,85.0,1702034821.0
55,55.0,53.3,82.59779790786492,1650.0,78.0,1702034851.0
56,56.0,53.3,81.94917459349598,1680.0,83.0,1702034881.0
57,57.0,53.3,80.95859065908911,1710.0,79.0,1702034911.0
58,58.0,53.3,79.63265737850847,1740.0,86.0,1702034941.0
59,59.0,53.3,79.39065467962678,1770.0,81.0,1702034971.0
60,60.0,53.3,78.7557843308112,1800.0,,1702035001.0
61,61.0,53.3,78.28869592678207,1830.0,74.0,1702035031.0
62,62.0,53.3,77.27672245827964,1860.0,79.0,1702035061.0
63,63.0,53.3,76.87968666405314,1890.0,81.0,1702035091.0
64,64.0,53.3,77.73066842752485,1920.0,,1702035121.0
65,65.0,53.3,78.34819250993348,1950.0,,1702035151.0
66,66.0,53.3,78.78470270268716,1980.0,72.0,1702035181.0
67,67.0,53.3,79.11665478629375,2010.0,78.0,1702035211.0
68,68.0,53.3,79.88005553230616,2040.0,80.0,1702035241.0
69,69.0,53.3,81.79344997321944,2070.0,86.0,1702035271.0
70,70.0,53.3,82.84818286406816,2100.0,83.0,1702035301.0
71,71.0,53.3,83.6392379496693,2130.0,80.0,1702035331.0
72,72.0,53.3,83.42753166733962,2160.0,95.0,1702035361.0
73,73.0,53.3,83.19608317292453,2190.0,,1702035391.0
74,74.0,53.3,82.89366742429448,2220.0,,1702035421.0
75,75.0,53.3,81.59981182256675,2250.0,86.0,1702035451.0
76,76.0,53.3,77.59130527751604,2280.0,,1702035481.0
77,77.0,53.3,77.80762828784455,2310.0,,1702035511.0
78,78.0,53.3,79.40004098008713,2340.0,79.0,1702035541.0
79,79.0,53.3,79.1599593647188,2370.0,72.0,1702035571.0
80,80.0,53.3,78.66387020444367,2400.0,81.0,1702035601.0
81,81.0,53.3,79.07199021735315,2430.0,93.0,1702035631.0
82,82.0,53.3,78.54877136146418,2460.0,71.0,1702035661.0
83,83.0,53.3,79.42223277649465,2490.0,69.0,1702035691.0
84,84.0,53.3,79.67405140093146,2520.0,,1702035721.0
85,85.0,53.3,78.55766310428906,2550.0,80.0,1702035751.0
86,86.0,53.3,79.25265821148433,2580.0,79.0,1702035781.0
87,87.0,53.3,79.85190864300527,2610.0,80.0,1702035811.0
88,88.0,53.3,79.29811446988667,2640.0,84.0,1702035841.0
89,89.0,53.3,78.41355928208301,2670.0,,1702035871.0
90,90.0,53.3,77.76261987161935,2700.0,78.0,1702035901.0
91,91.0,53.3,76.69668465690167,2730.0,73.0,1702035931.0
92,92.0,53.3,76.26745391049366,2760.0,74.0,1702035961.0
93,93.0,53.3,76.33947526965211,2790.0,,1702035991.0
94,94.0,53.3,76.90354015422135,2820.0,,1702036021.0
95,95.0,53.3,77.41848350189699,2850.0,81.0,1702036051.0
96,96.0,53.3,78.03117194870694,2880.0,73.0,1702036081.0
97,97.0,53.3,78.23410803359822,2910.0,78.0,1702036111.0
98,98.0,53.3,78.40031563791068,2940.0,80.0,1702036141.0
99,99.0,53.3,78.52106775284705,2970.0,81.0,1702036171.0
100,100.0,53.3,79.55724241995556,3000.0,,1702036201.0
101,101.0,53.3,80.46851268489553,3030.0,,1702036231.0
102,102.0,53.3,81.70981259283039,3060.0,,1702036261.0
103,103.0,53.3,81.53806469457872,3090.0,,1702036291.0
104,104.0,53.3,81.16986061971336,3120.0,81.0,1702036321.0
105,105.0,53.3,80.91914421592453,3150.0,83.0,1702036351.0
106,106.0,53.3,80.72381951797584,3180.0,81.0,1702036381.0
107,107.0,53.3,80.1065814641873,3210.0,,1702036411.0
108,108.0,53.3,79.58062033640402,3240.0,79.0,1702036441.0
109,109.0,53.3,78.39310904566378,3270.0,,1702036471.0
110,110.0,53.3,77.86255788719029,3300.0,78.0,1702036501.0
111,111.0,53.3,78.0188652587914,3330.0,82.0,1702036531.0
112,112.0,53.3,77.65121454881634,3360.0,72.0,1702036561.0
113,113.0,53.3,78.66022888928181,3390.0,,1702036591.0
114,114.0,53.3,80.76422346881783,3420.0,79.0,1702036621.0
115,115.0,53.3,81.86338956155289,3450.0,,1702036651.0
116,116.0,53.3,84.98755386541426,3480.0,,1702036681.0
117,117.0,53.3,86.37196685910267,3510.0,91.0,1702036711.0
118,118.0,53.3,86.45351095143228,3540.0,,1702036741.0
119,119.0,53.3,83.99400592309101,3570.0,85.0,1702036771.0
120,120.0,53.3,82.11949867862818,3600.0,,1702036801.0
121,121.0,53.3,80.39681950650899,3630.0,,1702036831.0
122,122.0,53.3,78.5785846562861,3660.0,76.0,1702036861.0
123,123.0,53.3,78.05368586050898,3690.0,78.0,1702036891.0
124,124.0,53.3,78.0510555977749,3720.0,81.0,1702036921.0
125,125.0,53.3,77.36802044332147,3750.0,69.0,1702036951.0
126,126.0,53.3,76.53684810225388,3780.0,81.0,1702036981.0
127,127.0,53.3,76.68047566487483,3810.0,,1702037011.0
128,128.0,53.3,75.88231500623567,3840.0,,1702037041.0
129,129.0,53.3,77.65146996283373,3870.0,68.0,1702037071.0
130,130.0,53.3,78.01855245815725,3900.0,81.0,1702037101.0
131,131.0,53.3,79.50527730322285,3930.0,79.0,1702037131.0
132,132.0,53.3,80.76837258497612,3960.0,82.0,1702037161.0
133,133.0,53.3,81.67405719576105,3990.0,85.0,1702037191.0
134,134.0,53.3,81.39153584170606,4020.0,,1702037221.0
135,135.0,53.3,81.41965285761592,4050.0,81.0,1702037251.0
136,136.0,53.3,81.26258792509532,4080.0,,1702037281.0
137,137.0,53.3,80.92874764979015,4110.0,77.0,1702037311.0
138,138.0,53.3,80.38684001012692,4140.0,83.0,1702037341.0
139,139.0,53.3,80.42608307966063,4170.0,,1702037371.0
140,140.0,53.3,81.17514900488406,4200.0,83.0,1702037401.0
141,141.0,53.3,79.10277256213615,4230.0,,1702037431.0
142,142.0,53.3,77.79549025092737,4260.0,80.0,1702037461.0
143,143.0,53.3,76.32107198978305,4290.0,,1702037491.0
144,144.0,53.3,75.00521490797995,4320.0,71.0,1702037521.0
145,145.0,53.3,74.78424287402429,4350.0,,1702037551.0
146,146.0,53.3,74.34698766748924,4380.0,75.0,1702037581.0
147,147.0,53.3,75.4271753180105,4410.0,,1702037611.0
148,148.0,53.3,77.96871957129125,4440.0,,1702037641.0
149,149.0,53.3,77.94542314000194,4470.0,76.0,1702037671.0
150,150.0,53.3,78.4230033631733,4500.0,79.0,1702037701.0
151,151.0,53.3,78.68421198162201,4530.0,86.0,1702037731.0
152,152.0,53.3,78.46401642872183,4560.0,77.0,1702037761.0
153,153.0,53.3,78.77884036416216,4590.0,,1702037791.0
154,154.0,53.3,78.84758293365206,4620.0,84.0,1702037821.0
155,155.0,53.3,78.7356127753468,4650.0,72.0,1702037851.0
156,156.0,53.3,78.87704709081578,4680.0,77.0,1702037881.0
157,157.0,53.3,78.85946585438839,4710.0,,1702037911.0
158,158.0,53.3,79.4037363446758,4740.0,83.0,1702037941.0
159,159.0,53.3,79.54075046957257,4770.0,,1702037971.0
160,160.0,53.3,79.75873255937593,4800.0,77.0,1702038001.0
161,161.0,53.3,79.78617250189691,4830.0,,1702038031.0
162,162.0,53.3,78.34690428273183,4860.0,79.0,1702038061.0
163,163.0,53.3,78.23805307601066,4890.0,,1702038091.0
164,164.0,53.3,78.25993914378265,4920.0,79.0,1702038121.0
165,165.0,53.3,77.7523162151714,4950.0,74.0,1702038151.0
166,166.0,53.3,79.85803340766641,4980.0,,1702038181.0
167,167.0,53.3,82.90463643862233,5010.0,77.0,1702038211.0
168,168.0,53.3,84.31191988136354,5040.0,80.0,1702038241.0
169,169.0,53.3,86.82426419574564,5070.0,,1702038271.0
170,170.0,53.3,87.16528231724878,5100.0,101.0,1702038301.0
171,171.0,53.3,86.40415418009948,5130.0,83.0,1702038331.0
172,172.0,53.3,85.88611264049216,5160.0,,1702038361.0
173,173.0,53.3,83.62937441851203,5190.0,81.0,1702038391.0
174,174.0,53.3,79.16136325150782,5220.0,78.0,1702038421.0
175,175.0,53.3,78.1167144767946,5250.0,85.0,1702038451.0
176,176.0,53.3,78.01847005090652,5280.0,,1702038481.0
177,177.0,53.3,77.81809164737015,5310.0,63.0,1702038511.0
178,178.0,53.3,79.30239499361085,5340.0,,1702038541.0
179,179.0,53.3,79.3337094453776,5370.0,77.0,1702038571.0
180,180.0,53.3,80.0619632079203,5400.0,85.0,1702038601.0
181,181.0,53.3,82.53647196607288,5430.0,84.0,1702038631.0
182,182.0,53.3,83.06944752185251,5460.0,,1702038661.0
183,183.0,53.3,82.05713926761318,5490.0,,1702038691.0
184,184.0,53.3,81.32392451465844,5520.0,,1702038721.0
185,185.0,53.3,81.2982227619607,5550.0,86.0,1702038751.0
186,186.0,53.3,81.00652598098326,5580.0,73.0,1702038781.0
187,187.0,53.3,81.01214312335244,5610.0,,1702038811.0
188,188.0,53.3,81.3018779647183,5640.0,85.0,1702038841.0
189,189.0,53.3,80.8126584696191,5670.0,,1702038871.0
190,190.0,53.3,82.21757889172179,5700.0,,1702038901.0
191,191.0,53.3,82.06901369963958,5730.0,82.0,1702038931.0
192,192.0,53.3,80.37790372299317,5760.0,,1702038961.0
193,193.0,53.3,80.37790372299315,5790.0,,1702038991.0
194,194.0,53.3,81.18170950490914,5820.0,,1702039021.0
195,195.0,53.3,77.13463918913726,5850.0,,1702039051.0
196,196.0,53.3,75.82895591211513,5880.0,,1702039081.0
197,197.0,53.3,74.59350990771202,5910.0,,1702039111.0
198,198.0,53.3,73.56434420547825,5940.0,77.0,1702039141.0
199,199.0,53.3,73.77022987475291,5970.0,74.0,1702039171.0
200,200.0,53.3,73.53043311163148,6000.0,68.0,1702039201.0
201,201.0,53.3,72.99128997545814,6030.0,78.0,1702039231.0
202,202.0,53.3,73.11235537026393,6060.0,80.0,1702039261.0
203,203.0,53.3,73.15642603682893,6090.0,75.0,1702039291.0
204,204.0,53.3,73.73828026392806,6120.0,67.0,1702039321.0
205,205.0,53.3,75.08666499964978,6150.0,78.0,1702039351.0
206,206.0,53.3,75.91317263533831,6180.0,,1702039381.0
207,207.0,53.3,77.60827072343086,6210.0,,1702039411.0
208,208.0,53.3,77.79144581192574,6240.0,77.0,1702039441.0
209,209.0,53.3,81.65585584439665,6270.0,80.0,1702039471.0
210,210.0,53.3,82.10546609165381,6300.0,84.0,1702039501.0
211,211.0,53.3,82.83965637898235,6330.0,71.0,1702039531.0
212,212.0,53.3,84.71781235600942,6360.0,97.0,1702039561.0
213,213.0,53.3,85.01607750380275,6390.0,83.0,1702039591.0
214,214.0,53.3,84.62481669525009,6420.0,,1702039621.0
215,215.0,53.3,86.097132600195,6450.0,,1702039651.0
216,216.0,53.3,81.90349864636099,6480.0,81.0,1702039681.0
217,217.0,53.3,81.61743640036349,6510.0,82.0,1702039711.0
218,218.0,53.3,81.32573267894196,6540.0,81.0,1702039741.0
219,219.0,53.3,80.00868544066306,6570.0,76.0,1702039771.0
220,220.0,53.3,79.64948903028814,6600.0,86.0,1702039801.0
221,221.0,53.3,77.78365538365416,6630.0,,1702039831.0
222,222.0,53.3,75.6897079763081,6660.0,,1702039861.0
223,223.0,53.3,74.84133268041651,6690.0,,1702039891.0
224,224.0,53.3,72.71490340436377,6720.0,,1702039921.0
225,225.0,53.3,71.39578592860467,6750.0,69.0,1702039951.0
226,226.0,53.3,69.22411770792488,6780.0,,1702039981.0
227,227.0,53.3,70.77229773075805,6810.0,76.0,1702040011.0
228,228.0,53.3,70.54372660707917,6840.0,,1702040041.0
229,229.0,53.3,69.44493434518205,6870.0,59.0,1702040071.0
230,230.0,53.3,71.92133370409753,6900.0,81.0,1702040101.0
231,231.0,53.3,71.0817758123298,6930.0,,1702040131.0
232,232.0,53.3,73.13254935353235,6960.0,62.0,1702040161.0
233,233.0,53.3,76.2655302246411,6990.0,78.0,1702040191.0
234,234.0,53.3,76.13179421500946,7020.0,,1702040221.0
