,time_index,milemarker,speed,time,raw_speed,unix_time
0,0.0,53.3,73.97101498651791,0.0,68.0,1702033201.0
1,1.0,53.3,73.94425522070671,30.0,100.0,1702033231.0
2,2.0,53.3,72.97373606315,60.0,64.0,1702033261.0
3,3.0,53.3,72.6677265435465,90.0,71.0,1702033291.0
4,4.0,53.3,73.77596386626098,120.0,71.0,1702033321.0
5,5.0,53.3,71.78283349936598,150.0,71.0,1702033351.0
6,6.0,53.3,72.65046425127571,180.0,72.0,1702033381.0
7,7.0,53.3,73.23633336577616,210.0,80.0,1702033411.0
8,8.0,53.3,73.45785203279839,240.0,73.0,1702033441.0
9,9.0,53.3,74.57226923309099,270.0,70.0,1702033471.0
10,10.0,53.3,74.98237112967387,300.0,69.0,1702033501.0
11,11.0,53.3,74.58573975691267,330.0,75.0,1702033531.0
12,12.0,53.3,74.00868120046795,360.0,81.0,1702033561.0
13,13.0,53.3,73.37935331112044,390.0,75.0,1702033591.0
14,14.0,53.3,72.15781201836208,420.0,74.0,1702033621.0
15,15.0,53.3,71.01863945367415,450.0,68.0,1702033651.0
16,16.0,53.3,68.68638501617598,480.0,68.0,1702033681.0
17,17.0,53.3,67.84914049587262,510.0,65.0,1702033711.0
18,18.0,53.3,67.619364085687,540.0,71.0,1702033741.0
19,19.0,53.3,68.10435324291606,570.0,66.0,1702033771.0
20,20.0,53.3,68.61314481429973,600.0,70.0,1702033801.0
21,21.0,53.3,69.59420276569128,630.0,71.0,1702033831.0
22,22.0,53.3,70.21135445546619,660.0,69.0,1702033861.0
23,23.0,53.3,71.53228958115744,690.0,71.0,1702033891.0
24,24.0,53.3,71.63743670144946,720.0,68.0,1702033921.0
25,25.0,53.3,71.90197588872125,750.0,70.0,1702033951.0
26,26.0,53.3,72.26185160356447,780.0,76.0,1702033981.0
27,27.0,53.3,71.90331150677076,810.0,70.0,1702034011.0
28,28.0,53.3,71.60391618855562,840.0,68.0,1702034041.0
29,29.0,53.3,71.05245440945154,870.0,75.0,1702034071.0
30,30.0,53.3,69.87077096515917,900.0,71.0,1702034101.0
31,31.0,53.3,69.746415175213,930.0,71.0,1702034131.0
32,32.0,53.3,69.43384424418875,960.0,68.0,1702034161.0
33,33.0,53.3,69.28934212180366,990.0,62.0,1702034191.0
34,34.0,53.3,69.55490972878786,1020.0,72.0,1702034221.0
35,35.0,53.3,69.48672459585205,1050.0,69.0,1702034251.0
36,36.0,53.3,69.67670639272833,1080.0,73.0,1702034281.0
37,37.0,53.3,70.26495119731943,1110.0,70.0,1702034311.0
38,38.0,53.3,70.48295341629797,1140.0,71.0,1702034341.0
39,39.0,53.3,69.688782862105,1170.0,64.0,1702034371.0
40,40.0,53.3,69.19202003849321,1200.0,69.0,1702034401.0
41,41.0,53.3,69.9826824854797,1230.0,75.0,1702034431.0
42,42.0,53.3,69.934808650405,1260.0,62.0,1702034461.0
43,43.0,53.3,70.29451466314912,1290.0,64.0,1702034491.0
44,44.0,53.3,70.51349716246895,1320.0,77.0,1702034521.0
45,45.0,53.3,70.938631006459,1350.0,74.0,1702034551.0
46,46.0,53.3,71.74337917830715,1380.0,67.0,1702034581.0
47,47.0,53.3,72.18153862304929,1410.0,72.0,1702034611.0
48,48.0,53.3,71.50471280753308,1440.0,67.0,1702034641.0
49,49.0,53.3,71.8937010420296,1470.0,72.0,1702034671.0
50,50.0,53.3,72.52010569837505,1500.0,76.0,1702034701.0
51,51.0,53.3,72.31474908802618,1530.0,68.0,1702034731.0
52,52.0,53.3,72.0142199909523,1560.0,68.0,1702034761.0
53,53.0,53.3,73.21787957183503,1590.0,77.0,1702034791.0
54,54.0,53.3,73.39879956340747,1620.0,71.0,1702034821.0
55,55.0,53.3,74.51252977522383,1650.0,,1702034851.0
56,56.0,53.3,74.48802552450877,1680.0,77.0,1702034881.0
57,57.0,53.3,73.42219344897067,1710.0,74.0,1702034911.0
58,58.0,53.3,72.93335048847617,1740.0,72.0,1702034941.0
59,59.0,53.3,71.84733277991829,1770.0,70.0,1702034971.0
60,60.0,53.3,69.84272370186055,1800.0,,1702035001.0
61,61.0,53.3,69.78865494871116,1830.0,67.0,1702035031.0
62,62.0,53.3,69.56373910296642,1860.0,68.0,1702035061.0
63,63.0,53.3,69.21734771372286,1890.0,66.0,1702035091.0
64,64.0,53.3,70.17575659276102,1920.0,69.0,1702035121.0
65,65.0,53.3,70.18637761371308,1950.0,73.0,1702035151.0
66,66.0,53.3,70.00881482392424,1980.0,68.0,1702035181.0
67,67.0,53.3,69.53005780583123,2010.0,73.0,1702035211.0
68,68.0,53.3,69.26263867595101,2040.0,65.0,1702035241.0
69,69.0,53.3,68.52986753571301,2070.0,73.0,1702035271.0
70,70.0,53.3,68.88844737218852,2100.0,58.0,1702035301.0
71,71.0,53.3,68.38809426777134,2130.0,73.0,1702035331.0
72,72.0,53.3,68.43806737413092,2160.0,64.0,1702035361.0
73,73.0,53.3,68.41487741774188,2190.0,73.0,1702035391.0
74,74.0,53.3,68.68581732679978,2220.0,65.0,1702035421.0
75,75.0,53.3,68.35553236094881,2250.0,71.0,1702035451.0
76,76.0,53.3,69.07087667053887,2280.0,68.0,1702035481.0
77,77.0,53.3,69.08706926353753,2310.0,65.0,1702035511.0
78,78.0,53.3,71.06649238890047,2340.0,70.0,1702035541.0
79,79.0,53.3,70.96154253238706,2370.0,70.0,1702035571.0
80,80.0,53.3,71.0411503876757,2400.0,71.0,1702035601.0
81,81.0,53.3,71.43585675688347,2430.0,82.0,1702035631.0
82,82.0,53.3,69.9063708308797,2460.0,67.0,1702035661.0
83,83.0,53.3,68.84971663528464,2490.0,66.0,1702035691.0
84,84.0,53.3,68.11526437260886,2520.0,69.0,1702035721.0
85,85.0,53.3,66.73523494766562,2550.0,67.0,1702035751.0
86,86.0,53.3,67.14485767728674,2580.0,66.0,1702035781.0
87,87.0,53.3,67.89259207727854,2610.0,64.0,1702035811.0
88,88.0,53.3,68.62239788506179,2640.0,75.0,1702035841.0
89,89.0,53.3,69.75668454724452,2670.0,,1702035871.0
90,90.0,53.3,69.97103542091351,2700.0,78.0,1702035901.0
91,91.0,53.3,70.38626903807628,2730.0,72.0,1702035931.0
92,92.0,53.3,70.30093792135493,2760.0,71.0,1702035961.0
93,93.0,53.3,70.74835032190609,2790.0,72.0,1702035991.0
94,94.0,53.3,70.89258785844625,2820.0,67.0,1702036021.0
95,95.0,53.3,71.06873329907867,2850.0,73.0,1702036051.0
96,96.0,53.3,71.33723346417908,2880.0,70.0,1702036081.0
97,97.0,53.3,71.85470878757442,2910.0,73.0,1702036111.0
98,98.0,53.3,72.40792099366902,2940.0,76.0,1702036141.0
99,99.0,53.3,72.16807644959299,2970.0,70.0,1702036171.0
100,100.0,53.3,71.88831531964519,3000.0,72.0,1702036201.0
101,101.0,53.3,71.75559226278749,3030.0,76.0,1702036231.0
102,102.0,53.3,70.19490408260258,3060.0,72.0,1702036261.0
103,103.0,53.3,68.72598048906205,3090.0,,1702036291.0
104,104.0,53.3,67.91341572840886,3120.0,69.0,1702036321.0
105,105.0,53.3,66.8827076251525,3150.0,56.0,1702036351.0
106,106.0,53.3,66.96366350762425,3180.0,64.0,1702036381.0
107,107.0,53.3,67.49010915369779,3210.0,72.0,1702036411.0
108,108.0,53.3,67.2709939309039,3240.0,68.0,1702036441.0
109,109.0,53.3,68.72575492890992,3270.0,69.0,1702036471.0
110,110.0,53.3,69.6030807679211,3300.0,68.0,1702036501.0
111,111.0,53.3,68.84281365119185,3330.0,61.0,1702036531.0
112,112.0,53.3,68.40718823200638,3360.0,73.0,1702036561.0
113,113.0,53.3,68.13635747267796,3390.0,,1702036591.0
114,114.0,53.3,68.3653025972752,3420.0,68.0,1702036621.0
115,115.0,53.3,69.29517770741506,3450.0,64.0,1702036651.0
116,116.0,53.3,70.38697549469062,3480.0,,1702036681.0
117,117.0,53.3,72.8920232317447,3510.0,72.0,1702036711.0
118,118.0,53.3,75.18402311056678,3540.0,,1702036741.0
119,119.0,53.3,76.12133044877409,3570.0,77.0,1702036771.0
120,120.0,53.3,75.75637474938512,3600.0,83.0,1702036801.0
121,121.0,53.3,75.32662854961742,3630.0,76.0,1702036831.0
122,122.0,53.3,73.95108639404339,3660.0,68.0,1702036861.0
123,123.0,53.3,72.36235847745077,3690.0,66.0,1702036891.0
124,124.0,53.3,70.08888145435185,3720.0,70.0,1702036921.0
125,125.0,53.3,70.04444193487767,3750.0,73.0,1702036951.0
126,126.0,53.3,70.35513382507489,3780.0,,1702036981.0
127,127.0,53.3,71.26747243687565,3810.0,62.0,1702037011.0
128,128.0,53.3,71.67471581402637,3840.0,79.0,1702037041.0
129,129.0,53.3,71.25539395519627,3870.0,68.0,1702037071.0
130,130.0,53.3,71.95516820718298,3900.0,77.0,1702037101.0
131,131.0,53.3,71.74473911071989,3930.0,,1702037131.0
132,132.0,53.3,71.08143743915261,3960.0,69.0,1702037161.0
133,133.0,53.3,71.43872170427348,3990.0,75.0,1702037191.0
134,134.0,53.3,70.35768896287581,4020.0,64.0,1702037221.0
135,135.0,53.3,70.81407446594238,4050.0,72.0,1702037251.0
136,136.0,53.3,71.54846696148027,4080.0,69.0,1702037281.0
137,137.0,53.3,71.48193773388006,4110.0,64.0,1702037311.0
138,138.0,53.3,71.97498486325911,4140.0,72.0,1702037341.0
139,139.0,53.3,72.45494471179049,4170.0,80.0,1702037371.0
140,140.0,53.3,71.71214377872737,4200.0,67.0,1702037401.0
141,141.0,53.3,70.96647308081286,4230.0,72.0,1702037431.0
